attempted_field_goals,field_goal_percentage,three_point_percentage,made_free_throws,defensive_rebounds,total_rebounds,turnovers,personal_fouls
69,0.31,0.2692307692307692,25,28,36,17,17
79,0.29464285714285715,0.21052631578947367,26,29,38,6,19
79,0.3305084745762712,0.2916666666666667,17,36,42,10,24
85,0.2975206611570248,0.3,8,35,42,15,18
83,0.2966101694915254,0.25806451612903225,14,35,46,14,14
75,0.29245283018867924,0.25,28,33,43,14,24
87,0.31496062992125984,0.2916666666666667,19,33,46,11,23
67,0.32323232323232326,0.1111111111111111,35,28,37,15,24
72,0.3142857142857143,0.2777777777777778,28,23,32,12,33
79,0.33613445378151263,0.4,12,26,32,10,23
81,0.2831858407079646,0.21739130434782608,25,32,55,21,15
89,0.3046875,0.2777777777777778,11,33,44,6,16
74,0.3211009174311927,0.21052631578947367,16,36,44,11,15
81,0.2894736842105263,0.25,17,28,39,6,18
84,0.33858267716535434,0.2777777777777778,11,35,45,5,15
77,0.3,0.21428571428571427,27,34,44,12,19
81,0.2894736842105263,0.2631578947368421,14,31,43,15,23
78,0.3157894736842105,0.27586206896551724,20,28,38,13,21
80,0.3103448275862069,0.30434782608695654,20,31,47,12,25
102,0.33766233766233766,0.28888888888888886,16,29,42,6,31
83,0.3412698412698413,0.34782608695652173,36,34,49,10,26
88,0.3178294573643411,0.2830188679245283,28,35,48,18,25
92,0.31343283582089554,0.2777777777777778,27,31,41,13,26
79,0.3305084745762712,0.29411764705882354,15,25,36,10,22
84,0.3114754098360656,0.37037037037037035,13,28,44,11,16
70,0.36936936936936937,0.27586206896551724,19,24,28,10,25
72,0.3142857142857143,0.2962962962962963,23,25,39,17,22
88,0.30158730158730157,0.14814814814814814,15,33,48,14,22
88,0.2786885245901639,0.23333333333333334,17,31,45,14,17
78,0.2972972972972973,0.35,23,24,36,12,23
59,0.34444444444444444,0.3333333333333333,29,30,33,16,25
82,0.32786885245901637,0.2647058823529412,20,31,42,10,20
72,0.3333333333333333,0.3125,18,29,34,11,21
79,0.31896551724137934,0.3076923076923077,14,37,44,10,14
75,0.2857142857142857,0.07692307692307693,17,33,41,15,17
81,0.2636363636363636,0.28125,24,28,39,13,17
79,0.3305084745762712,0.2727272727272727,17,38,47,15,18
84,0.29411764705882354,0.15,21,28,39,13,31
74,0.3148148148148148,0.25,33,36,45,15,21
82,0.3050847457627119,0.3,11,31,36,13,26
82,0.2743362831858407,0.25925925925925924,26,40,56,18,17
75,0.25742574257425743,0.30303030303030304,26,17,26,12,15
84,0.35384615384615387,0.22727272727272727,12,32,48,18,30
87,0.33587786259541985,0.2777777777777778,13,41,49,13,19
82,0.2807017543859649,0.25,18,35,45,14,22
91,0.3157894736842105,0.25,27,37,50,11,18
87,0.3203125,0.21739130434782608,11,34,44,16,18
78,0.30357142857142855,0.2413793103448276,21,29,42,14,23
80,0.3277310924369748,0.4,12,24,29,6,20
82,0.31666666666666665,0.3333333333333333,17,28,37,11,24
80,0.33884297520661155,0.17391304347826086,25,34,42,12,17
75,0.29906542056074764,0.2,11,28,36,13,20
73,0.3177570093457944,0.29411764705882354,12,31,41,13,12
81,0.2702702702702703,0.21739130434782608,14,30,45,16,17
66,0.31958762886597936,0.3,20,34,40,13,18
79,0.3130434782608696,0.24,29,35,41,12,26
88,0.30708661417322836,0.2,15,33,47,14,29
84,0.34375,0.23076923076923078,18,28,40,13,26
79,0.34710743801652894,0.3684210526315789,21,20,28,11,20
74,0.3148148148148148,0.2916666666666667,20,21,28,11,26
63,0.36363636363636365,0.3,21,27,30,17,20
76,0.3274336283185841,0.3225806451612903,23,30,44,19,19
71,0.297029702970297,0.26666666666666666,14,14,21,15,22
82,0.2807017543859649,0.2222222222222222,18,35,46,17,18
87,0.2926829268292683,0.29411764705882354,18,39,50,14,20
80,0.2857142857142857,0.2413793103448276,23,29,37,13,28
75,0.3119266055045872,0.2222222222222222,31,38,45,16,23
82,0.31092436974789917,0.23809523809523808,20,28,40,11,19
79,0.33613445378151263,0.3125,19,29,37,13,20
90,0.26229508196721313,0.23076923076923078,12,25,43,8,18
75,0.33035714285714285,0.2413793103448276,9,38,50,19,20
76,0.2692307692307692,0.20833333333333334,11,26,39,16,16
76,0.3391304347826087,0.3333333333333333,13,35,45,10,18
101,0.2986111111111111,0.29411764705882354,32,38,50,13,31
93,0.3161764705882353,0.3333333333333333,26,35,45,15,30
71,0.29,0.21428571428571427,12,31,38,13,18
77,0.3185840707964602,0.25,11,32,42,11,15
83,0.3140495867768595,0.25,29,21,30,11,22
88,0.3669064748201439,0.35294117647058826,19,38,52,11,29
66,0.3125,0.2727272727272727,19,25,32,18,14
98,0.3146853146853147,0.24242424242424243,12,27,46,7,21
83,0.36153846153846153,0.29411764705882354,14,34,43,9,28
76,0.2621359223300971,0.2692307692307692,29,26,35,13,19
73,0.35398230088495575,0.25,21,33,37,16,16
82,0.3333333333333333,0.3333333333333333,10,24,31,15,21
83,0.3025210084033613,0.2,13,39,48,11,22
79,0.29464285714285715,0.25,23,36,44,9,15
74,0.29523809523809524,0.2777777777777778,25,25,34,12,17
81,0.3467741935483871,0.1,17,36,44,9,23
91,0.24166666666666667,0.16666666666666666,21,37,48,14,27
86,0.26495726495726496,0.3181818181818182,22,45,62,22,24
90,0.3023255813953488,0.23076923076923078,20,33,46,16,37
67,0.2872340425531915,0.29411764705882354,45,32,42,19,23
72,0.3739130434782609,0.2413793103448276,11,28,35,12,17
70,0.3269230769230769,0.3333333333333333,14,19,22,12,18
77,0.28703703703703703,0.23809523809523808,13,28,40,21,21
83,0.36153846153846153,0.17647058823529413,16,32,39,10,20
74,0.3728813559322034,0.41025641025641024,23,26,32,12,25
77,0.3418803418803419,0.2,28,19,28,13,18
83,0.319672131147541,0.3023255813953488,9,33,39,14,19
77,0.3,0.17647058823529413,23,36,47,19,16
79,0.31896551724137934,0.2972972972972973,12,35,44,24,30
78,0.30973451327433627,0.3333333333333333,24,27,34,14,22
94,0.2932330827067669,0.2,20,35,59,17,24
75,0.3119266055045872,0.20689655172413793,33,29,37,12,21
87,0.304,0.28,16,25,34,11,24
82,0.3543307086614173,0.16666666666666666,18,33,42,15,18
76,0.3448275862068966,0.24,7,34,37,13,20
74,0.2815533980582524,0.17647058823529413,20,31,43,14,16
93,0.25,0.2222222222222222,11,28,51,14,19
72,0.29411764705882354,0.14285714285714285,21,31,43,17,18
89,0.31007751937984496,0.28125,27,29,37,14,20
94,0.3333333333333333,0.2962962962962963,17,34,49,19,31
80,0.2857142857142857,0.22727272727272727,8,29,38,11,17
72,0.32075471698113206,0.2727272727272727,18,37,43,9,16
82,0.29310344827586204,0.21428571428571427,11,30,38,11,28
77,0.3185840707964602,0.1111111111111111,23,42,54,10,15
88,0.2786885245901639,0.19230769230769232,22,20,29,8,16
81,0.37209302325581395,0.4090909090909091,15,40,46,17,24
77,0.3,0.25,20,27,37,11,18
79,0.3416666666666667,0.34375,16,28,38,11,26
76,0.3333333333333333,0.22727272727272727,24,30,36,11,20
83,0.3252032520325203,0.36666666666666664,12,31,37,11,27
86,0.3435114503816794,0.2857142857142857,11,29,37,17,29
86,0.312,0.2,25,28,42,14,19
84,0.29411764705882354,0.23076923076923078,16,26,38,13,24
81,0.31932773109243695,0.3103448275862069,17,30,44,15,19
77,0.33620689655172414,0.16666666666666666,19,41,49,13,19
72,0.2727272727272727,0.25,16,31,36,18,24
93,0.3111111111111111,0.25925925925925924,18,26,44,16,27
85,0.30327868852459017,0.2,37,29,47,16,21
89,0.3358208955223881,0.25,12,25,37,15,29
81,0.3671875,0.27586206896551724,23,29,43,14,14
71,0.29,0.21875,26,27,40,13,26
78,0.28440366972477066,0.35,31,30,47,15,27
75,0.3055555555555556,0.2727272727272727,15,23,30,15,23
70,0.36936936936936937,0.3333333333333333,16,31,38,16,17
88,0.3282442748091603,0.3076923076923077,18,29,42,11,13
87,0.31496062992125984,0.2962962962962963,11,30,47,15,19
82,0.26126126126126126,0.17391304347826086,28,27,39,13,19
87,0.32558139534883723,0.3125,10,36,52,15,24
100,0.29577464788732394,0.25,10,27,45,18,23
85,0.3560606060606061,0.3333333333333333,17,38,47,17,15
85,0.2672413793103448,0.15789473684210525,26,32,45,12,25
81,0.3076923076923077,0.28,19,31,43,12,24
72,0.32710280373831774,0.38461538461538464,13,37,48,18,26
78,0.2571428571428571,0.21052631578947367,20,26,35,9,20
78,0.3445378151260504,0.3225806451612903,22,27,34,17,24
85,0.34615384615384615,0.3023255813953488,18,23,32,10,22
85,0.2796610169491525,0.2631578947368421,9,32,42,11,21
74,0.27450980392156865,0.15384615384615385,14,35,45,17,19
79,0.29464285714285715,0.08333333333333333,18,30,43,14,19
81,0.2956521739130435,0.26666666666666666,18,28,38,12,20
71,0.3173076923076923,0.30434782608695654,28,24,34,12,24
78,0.376,0.2727272727272727,16,29,39,11,25
73,0.2980769230769231,0.2972972972972973,25,25,31,15,20
78,0.3333333333333333,0.3103448275862069,13,29,37,18,23
90,0.3181818181818182,0.3333333333333333,6,31,44,19,20
87,0.30952380952380953,0.25925925925925924,20,29,45,16,10
72,0.29411764705882354,0.2608695652173913,17,27,36,18,21
72,0.3142857142857143,0.3333333333333333,24,26,35,15,16
76,0.3333333333333333,0.2894736842105263,21,25,34,17,31
89,0.31007751937984496,0.21875,28,23,45,11,20
78,0.3333333333333333,0.2916666666666667,12,24,29,11,22
81,0.34146341463414637,0.25806451612903225,25,35,44,7,14
73,0.33636363636363636,0.3333333333333333,17,30,32,17,28
74,0.308411214953271,0.25,32,27,32,11,21
78,0.2972972972972973,0.24,17,29,34,18,28
68,0.3584905660377358,0.21052631578947367,25,38,42,19,17
78,0.30973451327433627,0.2727272727272727,12,34,44,16,18
81,0.2767857142857143,0.25,11,32,43,16,17
80,0.2982456140350877,0.2692307692307692,12,33,39,17,17
80,0.2857142857142857,0.28125,13,39,52,19,16
74,0.3018867924528302,0.2727272727272727,22,32,37,11,27
86,0.26495726495726496,0.1875,32,31,50,10,23
77,0.3418803418803419,0.2608695652173913,25,39,42,15,25
93,0.29545454545454547,0.3076923076923077,17,25,40,12,20
80,0.2727272727272727,0.16666666666666666,10,30,44,12,21
74,0.3333333333333333,0.3,13,36,40,10,17
86,0.3228346456692913,0.23809523809523808,23,34,42,10,21
89,0.32575757575757575,0.27586206896551724,19,36,48,15,26
85,0.33070866141732286,0.2222222222222222,18,33,47,15,22
88,0.296,0.1891891891891892,17,28,47,16,17
75,0.29245283018867924,0.3125,24,23,36,23,19
83,0.3515625,0.32,18,32,48,19,24
82,0.31092436974789917,0.34285714285714286,8,32,45,21,15
84,0.33858267716535434,0.3157894736842105,13,31,41,11,15
80,0.33884297520661155,0.3103448275862069,20,27,42,15,21
75,0.336283185840708,0.06666666666666667,21,18,28,15,20
77,0.29357798165137616,0.21052631578947367,21,26,36,15,15
75,0.35344827586206895,0.2,16,33,38,15,17
68,0.3584905660377358,0.3684210526315789,19,28,33,15,21
81,0.3135593220338983,0.32142857142857145,18,24,39,11,17
71,0.297029702970297,0.21428571428571427,17,34,40,16,26
81,0.3076923076923077,0.25,20,34,47,11,17
78,0.30357142857142855,0.1875,13,30,40,19,17
80,0.2920353982300885,0.32,14,30,41,20,19
78,0.3445378151260504,0.391304347826087,15,35,50,16,16
83,0.2719298245614035,0.25,14,25,41,14,17
87,0.2926829268292683,0.15,17,36,52,16,21
86,0.3064516129032258,0.29545454545454547,11,32,40,15,19
81,0.2894736842105263,0.25,19,29,37,14,21
79,0.3247863247863248,0.3333333333333333,17,37,48,16,23
83,0.2782608695652174,0.25,31,24,38,12,20
81,0.34146341463414637,0.30434782608695654,18,29,42,15,24
70,0.3333333333333333,0.23529411764705882,23,27,34,20,18
74,0.3211009174311927,0.2631578947368421,17,26,37,19,23
71,0.330188679245283,0.22727272727272727,26,29,36,13,17
83,0.30833333333333335,0.17647058823529413,17,26,39,12,21
80,0.3103448275862069,0.3333333333333333,13,29,40,15,22
77,0.3474576271186441,0.3225806451612903,16,30,39,14,17
76,0.36134453781512604,0.3157894736842105,25,30,38,22,16
90,0.3382352941176471,0.2857142857142857,14,21,34,13,21
80,0.3220338983050847,0.2647058823529412,20,29,41,15,22
76,0.3504273504273504,0.38461538461538464,25,30,34,7,25
75,0.3119266055045872,0.28,26,33,41,20,21
84,0.29411764705882354,0.25,19,28,39,16,24
81,0.2702702702702703,0.2222222222222222,15,31,36,14,24
73,0.3113207547169811,0.25,27,39,48,15,21
71,0.30392156862745096,0.27586206896551724,23,37,48,18,21
71,0.25263157894736843,0.08333333333333333,13,27,38,21,24
83,0.28448275862068967,0.2692307692307692,9,25,36,20,20
86,0.3228346456692913,0.37037037037037035,21,36,53,15,15
81,0.3076923076923077,0.23809523809523808,20,26,37,11,27
66,0.3333333333333333,0.35,23,32,40,18,19
70,0.38596491228070173,0.391304347826087,23,28,32,18,18
89,0.34558823529411764,0.2727272727272727,16,24,39,12,25
82,0.29914529914529914,0.2608695652173913,19,25,33,9,16
80,0.3277310924369748,0.3157894736842105,20,38,48,15,21
79,0.29464285714285715,0.26666666666666666,14,22,31,17,19
72,0.3142857142857143,0.3333333333333333,10,29,43,26,18
79,0.3416666666666667,0.3333333333333333,15,45,56,14,18
90,0.2682926829268293,0.25,11,23,36,11,21
75,0.32432432432432434,0.20689655172413793,16,43,54,9,22
84,0.27586206896551724,0.14814814814814814,17,31,42,8,22
82,0.29310344827586204,0.30434782608695654,24,33,42,13,20
89,0.288,0.16666666666666666,16,30,45,14,27
83,0.336,0.25,34,29,43,10,19
88,0.34328358208955223,0.3023255813953488,24,25,33,6,23
77,0.2524271844660194,0.25,20,29,45,16,21
77,0.3474576271186441,0.2692307692307692,17,35,44,12,26
79,0.23300970873786409,0.29411764705882354,17,36,47,13,19
77,0.3,0.2916666666666667,15,43,49,14,20
87,0.275,0.25,7,27,47,14,18
74,0.3018867924528302,0.34615384615384615,22,32,47,14,12
84,0.2631578947368421,0.13636363636363635,10,28,41,15,19
79,0.31896551724137934,0.3076923076923077,10,39,48,13,13
84,0.3225806451612903,0.4090909090909091,14,29,40,11,23
76,0.3274336283185841,0.2,20,32,41,13,18
79,0.26851851851851855,0.18181818181818182,11,29,44,18,27
81,0.2767857142857143,0.3,18,33,50,14,17
67,0.29473684210526313,0.07142857142857142,27,30,40,12,29
70,0.3069306930693069,0.2222222222222222,30,28,36,6,25
81,0.2831858407079646,0.3055555555555556,20,28,46,19,23
79,0.3305084745762712,0.2608695652173913,24,30,40,16,24
89,0.288,0.23529411764705882,11,23,43,18,23
75,0.34210526315789475,0.14285714285714285,18,32,43,15,21
78,0.30357142857142855,0.2702702702702703,16,27,34,13,23
80,0.34959349593495936,0.2972972972972973,14,33,40,14,15
68,0.30612244897959184,0.3,14,28,31,14,18
78,0.3217391304347826,0.3125,19,33,43,12,15
85,0.31451612903225806,0.21739130434782608,16,31,47,20,25
77,0.33620689655172414,0.3333333333333333,19,31,43,17,20
80,0.3442622950819672,0.26666666666666666,17,31,41,18,18
92,0.3333333333333333,0.30303030303030304,16,28,42,11,20
74,0.28846153846153844,0.2727272727272727,16,31,36,12,20
82,0.2545454545454545,0.23529411764705882,17,32,51,11,18
75,0.3119266055045872,0.2222222222222222,29,33,45,10,19
91,0.2890625,0.13636363636363635,12,27,46,10,28
85,0.33070866141732286,0.17647058823529413,11,25,37,8,17
74,0.3508771929824561,0.15789473684210525,20,31,36,11,16
82,0.3387096774193548,0.32,17,39,51,8,22
81,0.31932773109243695,0.2222222222222222,12,25,29,6,16
68,0.2916666666666667,0.3333333333333333,19,30,35,20,20
82,0.344,0.21052631578947367,23,33,39,11,22
87,0.28688524590163933,0.21428571428571427,16,28,38,8,28
70,0.3137254901960784,0.30303030303030304,27,36,45,13,20
84,0.3170731707317073,0.23076923076923078,7,32,41,15,25
78,0.30357142857142855,0.26666666666666666,22,30,43,11,19
86,0.3435114503816794,0.3333333333333333,21,28,39,13,19
81,0.3467741935483871,0.28125,21,26,35,17,18
82,0.31666666666666665,0.2903225806451613,20,19,28,10,21
71,0.36607142857142855,0.3888888888888889,28,33,41,16,25
83,0.28448275862068967,0.20833333333333334,20,34,48,14,18
91,0.3053435114503817,0.2608695652173913,19,25,41,3,17
93,0.34965034965034963,0.26666666666666666,14,31,39,16,22
87,0.33587786259541985,0.35714285714285715,25,32,46,16,19
79,0.30701754385964913,0.35294117647058826,14,33,40,15,18
69,0.34285714285714286,0.2727272727272727,17,36,39,17,20
81,0.3467741935483871,0.28,17,33,47,14,15
86,0.3064516129032258,0.2,14,24,37,10,20
68,0.3333333333333333,0.23076923076923078,19,27,37,18,15
83,0.3464566929133858,0.25,8,24,33,12,17
83,0.3412698412698413,0.2571428571428571,18,34,42,9,29
81,0.325,0.3333333333333333,27,29,36,9,23
78,0.28440366972477066,0.22727272727272727,22,29,37,20,37
74,0.28846153846153844,0.2,35,35,52,20,25
87,0.275,0.125,17,30,48,7,15
78,0.3157894736842105,0.1935483870967742,12,31,42,14,20
89,0.28225806451612906,0.19230769230769232,16,41,51,11,25
86,0.312,0.3076923076923077,20,43,54,9,18
81,0.36220472440944884,0.3448275862068966,7,33,45,17,16
82,0.28695652173913044,0.2222222222222222,18,21,35,14,15
85,0.2672413793103448,0.2857142857142857,23,25,36,15,17
81,0.325,0.3125,15,38,47,20,21
82,0.29310344827586204,0.3157894736842105,25,34,38,14,25
81,0.31932773109243695,0.2903225806451613,23,42,49,17,27
81,0.2636363636363636,0.13636363636363635,10,17,24,10,17
75,0.336283185840708,0.23809523809523808,19,40,53,16,24
82,0.3543307086614173,0.35714285714285715,13,37,45,18,20
89,0.28225806451612906,0.25,13,28,41,13,14
82,0.29914529914529914,0.15384615384615385,15,28,42,15,26
81,0.325,0.16666666666666666,21,29,43,13,21
79,0.29464285714285715,0.16666666666666666,24,38,47,14,17
88,0.2727272727272727,0.125,12,32,48,13,22
92,0.3082706766917293,0.15,17,28,49,17,20
83,0.336,0.25,16,25,37,17,17
80,0.3103448275862069,0.14285714285714285,18,30,39,12,18
86,0.31746031746031744,0.28,11,32,43,9,20
73,0.33636363636363636,0.32,18,29,38,14,24
82,0.32231404958677684,0.2857142857142857,15,25,37,15,25
95,0.291044776119403,0.24444444444444444,13,41,47,19,20
102,0.2916666666666667,0.2702702702702703,15,43,56,13,11
84,0.3170731707317073,0.21428571428571427,29,37,49,16,23
86,0.312,0.2702702702702703,27,28,35,12,26
83,0.2966101694915254,0.3181818181818182,18,32,46,9,15
71,0.3106796116504854,0.28,15,28,31,12,20
77,0.3063063063063063,0.21428571428571427,26,32,39,12,20
87,0.2926829268292683,0.16666666666666666,14,36,53,16,23
81,0.3076923076923077,0.2608695652173913,17,27,42,17,23
78,0.3275862068965517,0.2857142857142857,14,29,40,13,19
95,0.30656934306569344,0.36363636363636365,14,32,48,13,17
86,0.3384615384615385,0.30303030303030304,14,32,41,14,19
72,0.30097087378640774,0.26666666666666666,25,36,44,17,20
87,0.29838709677419356,0.18181818181818182,18,32,44,13,23
96,0.26153846153846155,0.18181818181818182,16,27,43,13,18
76,0.3504273504273504,0.17647058823529413,14,41,45,18,23
87,0.30952380952380953,0.2857142857142857,24,33,47,15,23
83,0.3464566929133858,0.30303030303030304,13,30,37,17,23
74,0.2815533980582524,0.22727272727272727,19,32,39,16,22
84,0.29411764705882354,0.23529411764705882,15,36,46,16,20
73,0.3652173913043478,0.25,25,30,37,19,30
77,0.3,0.2222222222222222,38,20,32,12,23
83,0.30833333333333335,0.3055555555555556,17,34,50,20,17
91,0.2777777777777778,0.3333333333333333,16,23,38,13,19
79,0.3416666666666667,0.2692307692307692,31,32,46,17,21
87,0.3203125,0.2413793103448276,21,24,35,15,28
71,0.2604166666666667,0.19047619047619047,27,32,38,12,27
80,0.2920353982300885,0.25,19,38,51,15,26
82,0.32231404958677684,0.30303030303030304,13,31,44,10,20
72,0.29411764705882354,0.3,18,28,34,8,14
84,0.3333333333333333,0.3142857142857143,26,28,45,16,20
84,0.33858267716535434,0.2413793103448276,19,22,35,14,30
83,0.28448275862068967,0.21052631578947367,23,35,53,13,14
80,0.2982456140350877,0.3235294117647059,15,31,39,14,23
80,0.2857142857142857,0.28,19,26,33,13,21
83,0.3412698412698413,0.23333333333333334,20,42,56,12,20
74,0.308411214953271,0.27586206896551724,24,38,48,13,23
84,0.288135593220339,0.2619047619047619,17,28,44,12,20
79,0.27522935779816515,0.2222222222222222,16,23,35,11,22
78,0.3333333333333333,0.26666666666666666,20,29,43,10,18
86,0.3484848484848485,0.21428571428571427,12,25,35,13,24
89,0.32575757575757575,0.21621621621621623,24,26,43,11,20
62,0.3111111111111111,0.18181818181818182,17,25,34,27,25
73,0.34234234234234234,0.30434782608695654,25,25,31,14,26
71,0.30392156862745096,0.30434782608695654,30,34,44,12,24
75,0.2857142857142857,0.2222222222222222,17,24,32,15,27
80,0.25925925925925924,0.11764705882352941,18,23,37,18,14
76,0.392,0.35294117647058826,17,36,40,12,16
73,0.33636363636363636,0.36363636363636365,16,26,39,16,18
77,0.3125,0.13333333333333333,7,20,35,16,19
76,0.3448275862068966,0.23529411764705882,17,42,49,14,24
88,0.2845528455284553,0.23529411764705882,20,27,39,8,21
76,0.3333333333333333,0.3157894736842105,17,34,38,13,18
86,0.3064516129032258,0.275,12,29,40,12,22
89,0.32061068702290074,0.2857142857142857,23,38,48,19,28
100,0.2805755395683453,0.23333333333333334,24,39,56,19,27
81,0.2956521739130435,0.18518518518518517,11,25,35,9,11
83,0.336,0.26666666666666666,6,31,40,6,14
65,0.3010752688172043,0.16666666666666666,22,34,40,13,18
80,0.27927927927927926,0.23076923076923078,16,31,43,10,23
82,0.29914529914529914,0.23684210526315788,18,35,45,18,24
87,0.28688524590163933,0.21052631578947367,18,32,46,16,19
75,0.33035714285714285,0.09090909090909091,37,34,45,16,24
87,0.29838709677419356,0.3333333333333333,23,28,43,18,30
81,0.3135593220338983,0.21052631578947367,13,22,30,7,19
76,0.3504273504273504,0.3333333333333333,15,33,48,13,14
97,0.2814814814814815,0.15,19,31,53,14,17
86,0.328125,0.3225806451612903,18,36,43,11,22
78,0.30973451327433627,0.24242424242424243,25,30,43,13,18
76,0.3448275862068966,0.3333333333333333,15,29,40,13,19
90,0.3382352941176471,0.25806451612903225,15,26,34,8,18
67,0.3431372549019608,0.2631578947368421,18,30,32,23,15
73,0.2980769230769231,0.1111111111111111,23,32,41,21,23
79,0.27522935779816515,0.2222222222222222,16,24,33,15,24
90,0.296875,0.26666666666666666,17,30,46,10,16
84,0.373134328358209,0.34210526315789475,10,35,39,13,20
82,0.31092436974789917,0.21739130434782608,16,33,44,16,22
75,0.2857142857142857,0.2777777777777778,13,28,39,19,21
81,0.3017241379310345,0.18181818181818182,12,30,37,12,20
85,0.2672413793103448,0.25,10,38,57,25,28
97,0.2971014492753623,0.21739130434782608,15,29,53,15,20
83,0.3252032520325203,0.3125,19,25,32,12,16
79,0.30701754385964913,0.2647058823529412,17,35,44,9,17
79,0.2882882882882883,0.24,10,34,43,12,23
91,0.3053435114503817,0.2222222222222222,11,31,48,21,20
79,0.34710743801652894,0.35294117647058826,7,38,44,24,16
70,0.34579439252336447,0.32,24,30,35,17,25
81,0.3305785123966942,0.2608695652173913,28,27,36,8,21
81,0.25688073394495414,0.19047619047619047,18,33,39,11,24
71,0.2828282828282828,0.275,19,37,45,16,18
85,0.2796610169491525,0.34285714285714286,20,37,48,13,19
87,0.31496062992125984,0.2777777777777778,7,36,45,16,15
91,0.28346456692913385,0.17647058823529413,20,32,49,7,19
75,0.2857142857142857,0.22857142857142856,21,39,48,13,22
91,0.28346456692913385,0.25,19,36,55,12,20
89,0.2992125984251969,0.1875,13,28,39,9,23
88,0.30708661417322836,0.3333333333333333,21,42,51,10,25
90,0.26229508196721313,0.21875,19,41,54,13,24
87,0.30952380952380953,0.2647058823529412,16,25,33,11,26
75,0.34782608695652173,0.25,21,32,40,13,22
73,0.28431372549019607,0.2727272727272727,19,30,38,14,15
84,0.328,0.10526315789473684,9,35,47,8,20
88,0.2727272727272727,0.25,9,37,51,14,17
82,0.31092436974789917,0.29411764705882354,10,36,44,11,15
87,0.304,0.36666666666666664,13,22,32,13,16
76,0.3448275862068966,0.37037037037037035,15,35,46,23,15
88,0.30158730158730157,0.19047619047619047,15,36,54,17,15
83,0.319672131147541,0.39473684210526316,17,34,44,12,17
85,0.2857142857142857,0.2727272727272727,22,27,42,14,21
81,0.3135593220338983,0.23076923076923078,20,32,44,13,24
76,0.3333333333333333,0.17391304347826086,5,24,34,25,23
69,0.33653846153846156,0.2,23,26,33,21,19
75,0.336283185840708,0.3,13,36,47,15,17
75,0.27184466019417475,0.21052631578947367,20,24,33,14,17
85,0.2975206611570248,0.21428571428571427,23,26,39,10,25
77,0.3474576271186441,0.3235294117647059,20,33,39,14,17
82,0.32231404958677684,0.2857142857142857,14,36,48,14,22
79,0.2818181818181818,0.26666666666666666,22,31,40,14,19
84,0.328,0.3235294117647059,10,37,43,14,20
81,0.2956521739130435,0.2608695652173913,19,31,39,11,14
83,0.3252032520325203,0.2903225806451613,11,32,48,19,14
87,0.2926829268292683,0.3333333333333333,14,19,34,9,16
70,0.32038834951456313,0.22727272727272727,25,31,41,16,22
74,0.3018867924528302,0.3333333333333333,17,23,31,17,19
84,0.24324324324324326,0.2631578947368421,18,32,51,13,15
76,0.32142857142857145,0.2857142857142857,12,36,42,12,21
79,0.33613445378151263,0.38,11,29,35,20,25
72,0.3142857142857143,0.24,23,29,35,19,19
69,0.3235294117647059,0.16666666666666666,16,32,42,17,14
75,0.29245283018867924,0.18518518518518517,9,24,35,17,17
80,0.2857142857142857,0.3157894736842105,7,27,38,14,20
75,0.3119266055045872,0.2727272727272727,21,35,45,15,15
73,0.33636363636363636,0.35294117647058826,15,34,39,12,19
78,0.27102803738317754,0.22727272727272727,20,31,41,15,24
82,0.29310344827586204,0.22580645161290322,23,23,32,9,22
79,0.3247863247863248,0.1875,27,37,50,10,20
82,0.26126126126126126,0.25806451612903225,16,39,51,16,19
87,0.29838709677419356,0.21951219512195122,14,38,50,9,23
83,0.30833333333333335,0.25,11,33,43,15,13
86,0.3384615384615385,0.2962962962962963,7,34,44,12,14
79,0.2882882882882883,0.15384615384615385,24,27,38,14,23
76,0.3090909090909091,0.32142857142857145,24,27,41,11,22
66,0.34,0.2857142857142857,18,23,28,21,17
70,0.3577981651376147,0.4,16,24,29,14,18
74,0.36752136752136755,0.23809523809523808,34,36,40,16,26
93,0.29545454545454547,0.25,32,28,44,6,23
85,0.32,0.25,18,27,42,12,23
72,0.32710280373831774,0.26666666666666666,17,24,34,13,20
85,0.31451612903225806,0.26666666666666666,33,21,34,12,21
86,0.328125,0.2916666666666667,22,29,42,19,26
70,0.36936936936936937,0.22727272727272727,16,34,44,20,23
79,0.29464285714285715,0.2,18,18,24,14,26
71,0.3238095238095238,0.2222222222222222,23,28,35,23,24
82,0.3543307086614173,0.25,18,26,34,15,21
82,0.3543307086614173,0.23076923076923078,30,34,46,10,16
87,0.33076923076923076,0.3103448275862069,15,21,31,9,22
87,0.304,0.25,21,26,40,15,23
76,0.3153153153153153,0.32,22,31,41,21,24
85,0.2916666666666667,0.27586206896551724,12,34,47,17,26
98,0.2846715328467153,0.3,17,33,54,8,14
76,0.3153153153153153,0.28205128205128205,18,43,50,14,19
82,0.29914529914529914,0.30303030303030304,13,31,35,10,22
82,0.31666666666666665,0.26666666666666666,19,24,35,15,27
86,0.3228346456692913,0.25,21,34,51,17,21
62,0.32608695652173914,0.3,23,35,39,18,31
74,0.3148148148148148,0.2916666666666667,25,28,34,9,24
76,0.30275229357798167,0.29411764705882354,12,24,35,11,17
76,0.3090909090909091,0.15789473684210525,10,30,40,17,17
77,0.33043478260869563,0.29411764705882354,10,32,39,13,21
